param,coefficient,p
Intercept,2613.171481754785,0.001237578321634008
DistSubcenter_res,21.321642008082016,0.4991725970015427
DistCenter_res,148.21602432713127,1.415745393610415e-13
UrbPopDensity_res,-0.025216604682212776,0.410720745555431
UrbBuildDensity_res,3.9117106645377345e-06,0.6993373865462289
IntersecDensity_res,-22.367418651137577,0.00017450433814787843
street_length_res,9.88106386044474,0.01743236161652031
LU_Comm_res,-1040.5095014138126,0.1638639403278609
LU_UrbFab_res,-308.6803239055277,0.49642106610132347
Commute_Trip,7711.935641233148,1.3972101142487215e-12
Age,8.612125099427208,0.3904024683730521
