0.000000000000000000e+00,-1.529737854003906250e+01,-1.401048278808593750e+01,-6.310882568359375000e-01,-9.508972167968750000e-01,4.363365173339843750e+00,2.091485595703125000e+01,1.640810394287109375e+01,1.663841247558593750e+01,9.332046508789062500e+00,1.085710144042968750e+01,1.809426116943359375e+01,1.845148468017578125e+01,9.664871215820312500e+00,7.147109985351562500e+00,6.984451293945312500e+00,-2.614013671875000000e+00,1.017059326171875000e+01,7.102813720703125000e-01,8.472885131835937500e+00,1.736766815185546875e+01,1.557355499267578125e+01,6.039871215820312500e+00,-8.347778320312500000e+00,2.071553039550781250e+01,1.490402221679687500e+01,-1.708831787109375000e-01,1.509171295166015625e+01,5.132598876953125000e-01,9.889213562011718750e+00,9.755668640136718750e+00,1.373583984375000000e+01,1.649176025390625000e+01,9.196228027343750000e+00,1.115344238281250000e+01
1.529737854003906250e+01,0.000000000000000000e+00,1.286895751953125000e+00,1.466629028320312500e+01,1.434648132324218750e+01,1.966074371337890625e+01,3.621223449707031250e+01,3.170548248291015625e+01,3.193579101562500000e+01,2.462942504882812500e+01,2.615447998046875000e+01,3.339163970947265625e+01,3.374886322021484375e+01,2.496224975585937500e+01,2.244448852539062500e+01,2.228182983398437500e+01,1.268336486816406250e+01,2.546797180175781250e+01,1.600765991210937500e+01,2.377026367187500000e+01,3.266504669189453125e+01,3.087093353271484375e+01,2.133724975585937500e+01,6.949600219726562500e+00,3.601290893554687500e+01,3.020140075683593750e+01,1.512649536132812500e+01,3.038909149169921875e+01,1.581063842773437500e+01,2.518659210205078125e+01,2.505304718017578125e+01,2.903321838378906250e+01,3.178913879394531250e+01,2.449360656738281250e+01,2.645082092285156250e+01
1.401048278808593750e+01,-1.286895751953125000e+00,0.000000000000000000e+00,1.337939453125000000e+01,1.305958557128906250e+01,1.837384796142578125e+01,3.492533874511718750e+01,3.041858673095703125e+01,3.064889526367187500e+01,2.334252929687500000e+01,2.486758422851562500e+01,3.210474395751953125e+01,3.246196746826171875e+01,2.367535400390625000e+01,2.115759277343750000e+01,2.099493408203125000e+01,1.139646911621093750e+01,2.418107604980468750e+01,1.472076416015625000e+01,2.248336791992187500e+01,3.137815093994140625e+01,2.958403778076171875e+01,2.005035400390625000e+01,5.662704467773437500e+00,3.472601318359375000e+01,2.891450500488281250e+01,1.383959960937500000e+01,2.910219573974609375e+01,1.452374267578125000e+01,2.389969635009765625e+01,2.376615142822265625e+01,2.774632263183593750e+01,3.050224304199218750e+01,2.320671081542968750e+01,2.516392517089843750e+01
6.310882568359375000e-01,-1.466629028320312500e+01,-1.337939453125000000e+01,0.000000000000000000e+00,-3.198089599609375000e-01,4.994453430175781250e+00,2.154594421386718750e+01,1.703919219970703125e+01,1.726950073242187500e+01,9.963134765625000000e+00,1.148818969726562500e+01,1.872534942626953125e+01,1.908257293701171875e+01,1.029595947265625000e+01,7.778198242187500000e+00,7.615539550781250000e+00,-1.982925415039062500e+00,1.080168151855468750e+01,1.341369628906250000e+00,9.103973388671875000e+00,1.799875640869140625e+01,1.620464324951171875e+01,6.670959472656250000e+00,-7.716690063476562500e+00,2.134661865234375000e+01,1.553511047363281250e+01,4.602050781250000000e-01,1.572280120849609375e+01,1.144348144531250000e+00,1.052030181884765625e+01,1.038675689697265625e+01,1.436692810058593750e+01,1.712284851074218750e+01,9.827316284179687500e+00,1.178453063964843750e+01
9.508972167968750000e-01,-1.434648132324218750e+01,-1.305958557128906250e+01,3.198089599609375000e-01,0.000000000000000000e+00,5.314262390136718750e+00,2.186575317382812500e+01,1.735900115966796875e+01,1.758930969238281250e+01,1.028294372558593750e+01,1.180799865722656250e+01,1.904515838623046875e+01,1.940238189697265625e+01,1.061576843261718750e+01,8.098007202148437500e+00,7.935348510742187500e+00,-1.663116455078125000e+00,1.112149047851562500e+01,1.661178588867187500e+00,9.423782348632812500e+00,1.831856536865234375e+01,1.652445220947265625e+01,6.990768432617187500e+00,-7.396881103515625000e+00,2.166642761230468750e+01,1.585491943359375000e+01,7.800140380859375000e-01,1.604261016845703125e+01,1.464157104492187500e+00,1.084011077880859375e+01,1.070656585693359375e+01,1.468673706054687500e+01,1.744265747070312500e+01,1.014712524414062500e+01,1.210433959960937500e+01
-4.363365173339843750e+00,-1.966074371337890625e+01,-1.837384796142578125e+01,-4.994453430175781250e+00,-5.314262390136718750e+00,0.000000000000000000e+00,1.655149078369140625e+01,1.204473876953125000e+01,1.227504730224609375e+01,4.968681335449218750e+00,6.493736267089843750e+00,1.373089599609375000e+01,1.408811950683593750e+01,5.301506042480468750e+00,2.783744812011718750e+00,2.621086120605468750e+00,-6.977378845214843750e+00,5.807228088378906250e+00,-3.653083801269531250e+00,4.109519958496093750e+00,1.300430297851562500e+01,1.121018981933593750e+01,1.676506042480468750e+00,-1.271114349365234375e+01,1.635216522216796875e+01,1.054065704345703125e+01,-4.534248352050781250e+00,1.072834777832031250e+01,-3.850105285644531250e+00,5.525848388671875000e+00,5.392303466796875000e+00,9.372474670410156250e+00,1.212839508056640625e+01,4.832862854003906250e+00,6.790077209472656250e+00
-2.091485595703125000e+01,-3.621223449707031250e+01,-3.492533874511718750e+01,-2.154594421386718750e+01,-2.186575317382812500e+01,-1.655149078369140625e+01,0.000000000000000000e+00,-4.506752014160156250e+00,-4.276443481445312500e+00,-1.158280944824218750e+01,-1.005775451660156250e+01,-2.820594787597656250e+00,-2.463371276855468750e+00,-1.124998474121093750e+01,-1.376774597167968750e+01,-1.393040466308593750e+01,-2.352886962890625000e+01,-1.074426269531250000e+01,-2.020457458496093750e+01,-1.244197082519531250e+01,-3.547187805175781250e+00,-5.341300964355468750e+00,-1.487498474121093750e+01,-2.926263427734375000e+01,-1.993255615234375000e-01,-6.010833740234375000e+00,-2.108573913574218750e+01,-5.823143005371093750e+00,-2.040159606933593750e+01,-1.102564239501953125e+01,-1.115918731689453125e+01,-7.179016113281250000e+00,-4.423095703125000000e+00,-1.171862792968750000e+01,-9.761413574218750000e+00
-1.640810394287109375e+01,-3.170548248291015625e+01,-3.041858673095703125e+01,-1.703919219970703125e+01,-1.735900115966796875e+01,-1.204473876953125000e+01,4.506752014160156250e+00,0.000000000000000000e+00,2.303085327148437500e-01,-7.076057434082031250e+00,-5.551002502441406250e+00,1.686157226562500000e+00,2.043380737304687500e+00,-6.743232727050781250e+00,-9.260993957519531250e+00,-9.423652648925781250e+00,-1.902211761474609375e+01,-6.237510681152343750e+00,-1.569782257080078125e+01,-7.935218811035156250e+00,9.595642089843750000e-01,-8.345489501953125000e-01,-1.036823272705078125e+01,-2.475588226318359375e+01,4.307426452636718750e+00,-1.504081726074218750e+00,-1.657898712158203125e+01,-1.316390991210937500e+00,-1.589484405517578125e+01,-6.518890380859375000e+00,-6.652435302734375000e+00,-2.672264099121093750e+00,8.365631103515625000e-02,-7.211875915527343750e+00,-5.254661560058593750e+00
-1.663841247558593750e+01,-3.193579101562500000e+01,-3.064889526367187500e+01,-1.726950073242187500e+01,-1.758930969238281250e+01,-1.227504730224609375e+01,4.276443481445312500e+00,-2.303085327148437500e-01,0.000000000000000000e+00,-7.306365966796875000e+00,-5.781311035156250000e+00,1.455848693847656250e+00,1.813072204589843750e+00,-6.973541259765625000e+00,-9.491302490234375000e+00,-9.653961181640625000e+00,-1.925242614746093750e+01,-6.467819213867187500e+00,-1.592813110351562500e+01,-8.165527343750000000e+00,7.292556762695312500e-01,-1.064857482910156250e+00,-1.059854125976562500e+01,-2.498619079589843750e+01,4.077117919921875000e+00,-1.734390258789062500e+00,-1.680929565429687500e+01,-1.546699523925781250e+00,-1.612515258789062500e+01,-6.749198913574218750e+00,-6.882743835449218750e+00,-2.902572631835937500e+00,-1.466522216796875000e-01,-7.442184448242187500e+00,-5.484970092773437500e+00
-9.332046508789062500e+00,-2.462942504882812500e+01,-2.334252929687500000e+01,-9.963134765625000000e+00,-1.028294372558593750e+01,-4.968681335449218750e+00,1.158280944824218750e+01,7.076057434082031250e+00,7.306365966796875000e+00,0.000000000000000000e+00,1.525054931640625000e+00,8.762214660644531250e+00,9.119438171386718750e+00,3.328247070312500000e-01,-2.184936523437500000e+00,-2.347595214843750000e+00,-1.194606018066406250e+01,8.385467529296875000e-01,-8.621765136718750000e+00,-8.591613769531250000e-01,8.035621643066406250e+00,6.241508483886718750e+00,-3.292175292968750000e+00,-1.767982482910156250e+01,1.138348388671875000e+01,5.571975708007812500e+00,-9.502929687500000000e+00,5.759666442871093750e+00,-8.818786621093750000e+00,5.571670532226562500e-01,4.236221313476562500e-01,4.403793334960937500e+00,7.159713745117187500e+00,-1.358184814453125000e-01,1.821395874023437500e+00
