orig_geocode,des_geocode,diff
40789,40789,0.0
40789,40221,-6.262901306152344
40789,40219,-3.286426544189453
40789,40225,-1.9407386779785156
40789,40223,-2.9586334228515625
40789,40217,-1.1107597351074219
40789,40239,0.2695808410644531
40789,40237,-0.1862945556640625
40789,40235,0.0816192626953125
40789,40233,1.6931991577148438
40789,40231,0.037326812744140625
40789,40227,-1.3660850524902344
40789,40215,1.8193588256835938
40789,40213,-2.0461273193359375
40789,40212,-1.3253936767578125
40789,40229,2.598949432373047
40789,40591,-3.3019790649414062
40789,40210,1.0059814453125
40789,40211,-0.4900016784667969
40789,40479,-0.7892074584960938
40789,40477,0.5471725463867188
40789,40878,9.039138793945312
40789,40476,-1.3898773193359375
40789,40468,-2.5271034240722656
40789,40474,-3.8763275146484375
40789,40472,-3.436077117919922
40789,40699,37.97386169433594
40789,40470,-1.9982872009277344
40789,40880,-1.5364761352539062
40789,40625,23.877731323242188
40789,40627,11.353973388671875
40789,40599,1.3912887573242188
40789,40597,-1.6582489013671875
40789,40547,-1.4094657897949219
40789,40593,-1.369720458984375
40789,40721,4.417232513427734
40789,40589,0.3562049865722656
40789,40595,0.8691024780273438
40789,40629,59.844078063964844
40789,40489,-4.9441680908203125
40789,40545,-3.9002914428710938
40789,40549,-6.2719573974609375
40789,40667,-7.714076995849609
40789,40764,10.810691833496094
40789,41460,-6.426166534423828
40221,40789,6.262901306152344
40221,40221,0.0
40221,40219,2.9764747619628906
40221,40225,4.322162628173828
40221,40223,3.3042678833007812
40221,40217,5.152141571044922
40221,40239,6.532482147216797
40221,40237,6.076606750488281
40221,40235,6.344520568847656
40221,40233,7.9561004638671875
40221,40231,6.300228118896484
40221,40227,4.896816253662109
40221,40215,8.082260131835938
40221,40213,4.216773986816406
40221,40212,4.937507629394531
40221,40229,8.86185073852539
40221,40591,2.9609222412109375
40221,40210,7.268882751464844
40221,40211,5.772899627685547
40221,40479,5.47369384765625
40221,40477,6.8100738525390625
40221,40878,15.302040100097656
40221,40476,4.873023986816406
40221,40468,3.735797882080078
40221,40474,2.3865737915039062
40221,40472,2.826824188232422
40221,40699,44.23676300048828
40221,40470,4.264614105224609
40221,40880,4.7264251708984375
40221,40625,30.14063262939453
40221,40627,17.61687469482422
40221,40599,7.6541900634765625
40221,40597,4.604652404785156
40221,40547,4.853435516357422
40221,40593,4.893180847167969
40221,40721,10.680133819580078
40221,40589,6.619106292724609
40221,40595,7.1320037841796875
40221,40629,66.10697937011719
40221,40489,1.3187332153320312
40221,40545,2.36260986328125
40221,40549,-0.00905609130859375
40221,40667,-1.4511756896972656
