orig_geocode,des_geocode,diff
4158,4158,0.0
4158,4289,15.297378540039062
4158,4299,14.010482788085938
4158,4328,0.6310882568359375
4158,4329,0.950897216796875
4158,4316,-4.363365173339844
4158,4178,-20.91485595703125
4158,4105,-16.408103942871094
4158,4315,-16.638412475585938
4158,4207,-9.332046508789062
4158,4279,-10.857101440429688
4158,4177,-18.094261169433594
4158,4155,-18.45148468017578
4158,4275,-9.664871215820312
4158,4347,-7.1471099853515625
4158,4277,-6.9844512939453125
4158,4349,2.614013671875
4158,4249,-10.17059326171875
4158,4319,-0.7102813720703125
4158,4317,-8.472885131835938
4158,4179,-17.36766815185547
4158,4103,-15.573554992675781
4158,4357,-6.0398712158203125
4158,4288,8.3477783203125
4158,4159,-20.715530395507812
4158,4129,-14.904022216796875
4158,4356,0.1708831787109375
4158,4107,-15.091712951660156
4158,4157,-0.5132598876953125
4158,4209,-9.889213562011719
4158,4109,-9.755668640136719
4158,4318,-13.73583984375
4158,4229,-16.49176025390625
4158,4205,-9.19622802734375
4158,4416,-11.1534423828125
4289,4158,-15.297378540039062
4289,4289,0.0
4289,4299,-1.286895751953125
4289,4328,-14.666290283203125
4289,4329,-14.346481323242188
4289,4316,-19.660743713378906
4289,4178,-36.21223449707031
4289,4105,-31.705482482910156
4289,4315,-31.935791015625
4289,4207,-24.629425048828125
4289,4279,-26.15447998046875
4289,4177,-33.391639709472656
4289,4155,-33.748863220214844
4289,4275,-24.962249755859375
4289,4347,-22.444488525390625
4289,4277,-22.281829833984375
4289,4349,-12.683364868164062
4289,4249,-25.467971801757812
4289,4319,-16.007659912109375
4289,4317,-23.770263671875
4289,4179,-32.66504669189453
4289,4103,-30.870933532714844
4289,4357,-21.337249755859375
4289,4288,-6.9496002197265625
4289,4159,-36.012908935546875
4289,4129,-30.201400756835938
4289,4356,-15.126495361328125
4289,4107,-30.38909149169922
4289,4157,-15.810638427734375
4289,4209,-25.18659210205078
4289,4109,-25.05304718017578
4289,4318,-29.033218383789062
4289,4229,-31.789138793945312
4289,4205,-24.493606567382812
4289,4416,-26.450820922851562
4299,4158,-14.010482788085938
4299,4289,1.286895751953125
4299,4299,0.0
4299,4328,-13.37939453125
4299,4329,-13.059585571289062
4299,4316,-18.37384796142578
4299,4178,-34.92533874511719
4299,4105,-30.41858673095703
4299,4315,-30.648895263671875
4299,4207,-23.342529296875
4299,4279,-24.867584228515625
4299,4177,-32.10474395751953
4299,4155,-32.46196746826172
4299,4275,-23.67535400390625
4299,4347,-21.1575927734375
4299,4277,-20.99493408203125
4299,4349,-11.396469116210938
4299,4249,-24.181076049804688
4299,4319,-14.72076416015625
4299,4317,-22.483367919921875
4299,4179,-31.378150939941406
4299,4103,-29.58403778076172
4299,4357,-20.05035400390625
4299,4288,-5.6627044677734375
4299,4159,-34.72601318359375
4299,4129,-28.914505004882812
4299,4356,-13.839599609375
4299,4107,-29.102195739746094
4299,4157,-14.52374267578125
4299,4209,-23.899696350097656
4299,4109,-23.766151428222656
4299,4318,-27.746322631835938
4299,4229,-30.502243041992188
4299,4205,-23.206710815429688
4299,4416,-25.163925170898438
4328,4158,-0.6310882568359375
4328,4289,14.666290283203125
4328,4299,13.37939453125
4328,4328,0.0
4328,4329,0.3198089599609375
4328,4316,-4.994453430175781
4328,4178,-21.545944213867188
4328,4105,-17.03919219970703
4328,4315,-17.269500732421875
4328,4207,-9.963134765625
4328,4279,-11.488189697265625
4328,4177,-18.72534942626953
4328,4155,-19.08257293701172
4328,4275,-10.29595947265625
4328,4347,-7.7781982421875
4328,4277,-7.61553955078125
4328,4349,1.9829254150390625
4328,4249,-10.801681518554688
4328,4319,-1.34136962890625
4328,4317,-9.103973388671875
4328,4179,-17.998756408691406
4328,4103,-16.20464324951172
4328,4357,-6.67095947265625
4328,4288,7.7166900634765625
4328,4159,-21.34661865234375
4328,4129,-15.535110473632812
4328,4356,-0.460205078125
4328,4107,-15.722801208496094
4328,4157,-1.14434814453125
4328,4209,-10.520301818847656
4328,4109,-10.386756896972656
4328,4318,-14.366928100585938
4328,4229,-17.122848510742188
4328,4205,-9.827316284179688
4328,4416,-11.784530639648438
4329,4158,-0.950897216796875
4329,4289,14.346481323242188
4329,4299,13.059585571289062
4329,4328,-0.3198089599609375
4329,4329,0.0
4329,4316,-5.314262390136719
4329,4178,-21.865753173828125
4329,4105,-17.35900115966797
4329,4315,-17.589309692382812
4329,4207,-10.282943725585938
4329,4279,-11.807998657226562
4329,4177,-19.04515838623047
4329,4155,-19.402381896972656
4329,4275,-10.615768432617188
4329,4347,-8.098007202148438
4329,4277,-7.9353485107421875
4329,4349,1.663116455078125
4329,4249,-11.121490478515625
4329,4319,-1.6611785888671875
4329,4317,-9.423782348632812
4329,4179,-18.318565368652344
4329,4103,-16.524452209472656
4329,4357,-6.9907684326171875
4329,4288,7.396881103515625
4329,4159,-21.666427612304688
4329,4129,-15.85491943359375
4329,4356,-0.7800140380859375
4329,4107,-16.04261016845703
4329,4157,-1.4641571044921875
4329,4209,-10.840110778808594
4329,4109,-10.706565856933594
4329,4318,-14.686737060546875
4329,4229,-17.442657470703125
4329,4205,-10.147125244140625
4329,4416,-12.104339599609375
4316,4158,4.363365173339844
4316,4289,19.660743713378906
4316,4299,18.37384796142578
4316,4328,4.994453430175781
4316,4329,5.314262390136719
4316,4316,0.0
4316,4178,-16.551490783691406
4316,4105,-12.04473876953125
4316,4315,-12.275047302246094
4316,4207,-4.968681335449219
4316,4279,-6.493736267089844
4316,4177,-13.73089599609375
4316,4155,-14.088119506835938
4316,4275,-5.301506042480469
4316,4347,-2.7837448120117188
4316,4277,-2.6210861206054688
4316,4349,6.977378845214844
4316,4249,-5.807228088378906
4316,4319,3.6530838012695312
4316,4317,-4.109519958496094
4316,4179,-13.004302978515625
4316,4103,-11.210189819335938
4316,4357,-1.6765060424804688
4316,4288,12.711143493652344
4316,4159,-16.35216522216797
4316,4129,-10.540657043457031
4316,4356,4.534248352050781
4316,4107,-10.728347778320312
4316,4157,3.8501052856445312
4316,4209,-5.525848388671875
4316,4109,-5.392303466796875
4316,4318,-9.372474670410156
4316,4229,-12.128395080566406
4316,4205,-4.832862854003906
4316,4416,-6.790077209472656
4178,4158,20.91485595703125
4178,4289,36.21223449707031
4178,4299,34.92533874511719
4178,4328,21.545944213867188
4178,4329,21.865753173828125
4178,4316,16.551490783691406
4178,4178,0.0
4178,4105,4.506752014160156
4178,4315,4.2764434814453125
4178,4207,11.582809448242188
4178,4279,10.057754516601562
4178,4177,2.8205947875976562
4178,4155,2.4633712768554688
4178,4275,11.249984741210938
4178,4347,13.767745971679688
4178,4277,13.930404663085938
4178,4349,23.52886962890625
4178,4249,10.7442626953125
4178,4319,20.204574584960938
4178,4317,12.441970825195312
4178,4179,3.5471878051757812
4178,4103,5.341300964355469
4178,4357,14.874984741210938
4178,4288,29.26263427734375
4178,4159,0.1993255615234375
4178,4129,6.010833740234375
4178,4356,21.085739135742188
4178,4107,5.823143005371094
4178,4157,20.401596069335938
4178,4209,11.025642395019531
4178,4109,11.159187316894531
4178,4318,7.17901611328125
4178,4229,4.423095703125
4178,4205,11.7186279296875
4178,4416,9.76141357421875
4105,4158,16.408103942871094
4105,4289,31.705482482910156
4105,4299,30.41858673095703
4105,4328,17.03919219970703
4105,4329,17.35900115966797
4105,4316,12.04473876953125
4105,4178,-4.506752014160156
4105,4105,0.0
4105,4315,-0.23030853271484375
4105,4207,7.076057434082031
4105,4279,5.551002502441406
4105,4177,-1.6861572265625
4105,4155,-2.0433807373046875
4105,4275,6.743232727050781
4105,4347,9.260993957519531
4105,4277,9.423652648925781
4105,4349,19.022117614746094
4105,4249,6.237510681152344
4105,4319,15.697822570800781
4105,4317,7.935218811035156
4105,4179,-0.959564208984375
4105,4103,0.8345489501953125
4105,4357,10.368232727050781
4105,4288,24.755882263183594
4105,4159,-4.307426452636719
4105,4129,1.5040817260742188
4105,4356,16.57898712158203
4105,4107,1.3163909912109375
4105,4157,15.894844055175781
4105,4209,6.518890380859375
4105,4109,6.652435302734375
4105,4318,2.6722640991210938
4105,4229,-0.08365631103515625
4105,4205,7.211875915527344
4105,4416,5.254661560058594
4315,4158,16.638412475585938
4315,4289,31.935791015625
4315,4299,30.648895263671875
4315,4328,17.269500732421875
4315,4329,17.589309692382812
4315,4316,12.275047302246094
4315,4178,-4.2764434814453125
4315,4105,0.23030853271484375
4315,4315,0.0
4315,4207,7.306365966796875
4315,4279,5.78131103515625
4315,4177,-1.4558486938476562
4315,4155,-1.8130722045898438
4315,4275,6.973541259765625
4315,4347,9.491302490234375
4315,4277,9.653961181640625
4315,4349,19.252426147460938
4315,4249,6.4678192138671875
4315,4319,15.928131103515625
