0.000000000000000000e+00,-6.066357421875000000e+01,6.953429412841796875e+01,6.052876281738281250e+01,5.041976165771484375e+01,4.665644836425781250e+01,6.183835601806640625e+01,4.170179748535156250e+01,4.414561462402343750e+01,5.906774902343750000e+01,-7.091918945312500000e+00,6.252095031738281250e+01,5.673834228515625000e+01,-5.112046813964843750e+01,-3.258720397949218750e+01,4.573188781738281250e+01,3.254331970214843750e+01,-6.298579406738281250e+01,6.061084747314453125e+01,-5.264714050292968750e+01,-5.011863708496093750e+01,6.309362030029296875e+01,6.327937316894531250e+01,6.389042663574218750e+01,-1.100207519531250000e+02,2.662437438964843750e+01,6.164148712158203125e+01,-1.906111145019531250e+01,8.316390991210937500e+00,6.245156860351562500e+01,6.623108673095703125e+01
6.066357421875000000e+01,0.000000000000000000e+00,1.301978759765625000e+02,1.211923370361328125e+02,1.110833358764648438e+02,1.073200225830078125e+02,1.225019302368164062e+02,1.023653717041015625e+02,1.048091888427734375e+02,1.197313232421875000e+02,5.357165527343750000e+01,1.231845245361328125e+02,1.174019165039062500e+02,9.543106079101562500e+00,2.807637023925781250e+01,1.063954620361328125e+02,9.320689392089843750e+01,-2.322219848632812500e+00,1.212744216918945312e+02,8.016433715820312500e+00,1.054493713378906250e+01,1.237571945190429688e+02,1.239429473876953125e+02,1.245540008544921875e+02,-4.935717773437500000e+01,8.728794860839843750e+01,1.223050613403320312e+02,4.160246276855468750e+01,6.897996520996093750e+01,1.231151428222656250e+02,1.268946609497070312e+02
-6.953429412841796875e+01,-1.301978759765625000e+02,0.000000000000000000e+00,-9.005531311035156250e+00,-1.911453247070312500e+01,-2.287784576416015625e+01,-7.695938110351562500e+00,-2.783249664306640625e+01,-2.538867950439453125e+01,-1.046654510498046875e+01,-7.662621307373046875e+01,-7.013343811035156250e+00,-1.279595184326171875e+01,-1.206547622680664062e+02,-1.021214981079101562e+02,-2.380240631103515625e+01,-3.699097442626953125e+01,-1.325200805664062500e+02,-8.923446655273437500e+00,-1.221814346313476562e+02,-1.196529312133789062e+02,-6.440673828125000000e+00,-6.254920959472656250e+00,-5.643867492675781250e+00,-1.795550537109375000e+02,-4.290991973876953125e+01,-7.892807006835937500e+00,-8.859540557861328125e+01,-6.121790313720703125e+01,-7.082725524902343750e+00,-3.303207397460937500e+00
-6.052876281738281250e+01,-1.211923370361328125e+02,9.005531311035156250e+00,0.000000000000000000e+00,-1.010900115966796875e+01,-1.387231445312500000e+01,1.309593200683593750e+00,-1.882696533203125000e+01,-1.638314819335937500e+01,-1.461013793945312500e+00,-6.762068176269531250e+01,1.992187500000000000e+00,-3.790420532226562500e+00,-1.116492309570312500e+02,-9.311596679687500000e+01,-1.479687500000000000e+01,-2.798544311523437500e+01,-1.235145568847656250e+02,8.208465576171875000e-02,-1.131759033203125000e+02,-1.106473999023437500e+02,2.564857482910156250e+00,2.750610351562500000e+00,3.361663818359375000e+00,-1.705495147705078125e+02,-3.390438842773437500e+01,1.112724304199218750e+00,-7.958987426757812500e+01,-5.221237182617187500e+01,1.922805786132812500e+00,5.702323913574218750e+00
-5.041976165771484375e+01,-1.110833358764648438e+02,1.911453247070312500e+01,1.010900115966796875e+01,0.000000000000000000e+00,-3.763313293457031250e+00,1.141859436035156250e+01,-8.717964172363281250e+00,-6.274147033691406250e+00,8.647987365722656250e+00,-5.751168060302734375e+01,1.210118865966796875e+01,6.318580627441406250e+00,-1.015402297973632812e+02,-8.300696563720703125e+01,-4.687873840332031250e+00,-1.787644195556640625e+01,-1.134055557250976562e+02,1.019108581542968750e+01,-1.030669021606445312e+02,-1.005383987426757812e+02,1.267385864257812500e+01,1.285961151123046875e+01,1.347066497802734375e+01,-1.604405212402343750e+02,-2.379538726806640625e+01,1.122172546386718750e+01,-6.948087310791015625e+01,-4.210337066650390625e+01,1.203180694580078125e+01,1.581132507324218750e+01
-4.665644836425781250e+01,-1.073200225830078125e+02,2.287784576416015625e+01,1.387231445312500000e+01,3.763313293457031250e+00,0.000000000000000000e+00,1.518190765380859375e+01,-4.954650878906250000e+00,-2.510833740234375000e+00,1.241130065917968750e+01,-5.374836730957031250e+01,1.586450195312500000e+01,1.008189392089843750e+01,-9.777691650390625000e+01,-7.924365234375000000e+01,-9.245605468750000000e-01,-1.411312866210937500e+01,-1.096422424316406250e+02,1.395439910888671875e+01,-9.930358886718750000e+01,-9.677508544921875000e+01,1.643717193603515625e+01,1.662292480468750000e+01,1.723397827148437500e+01,-1.566772003173828125e+02,-2.003207397460937500e+01,1.498503875732421875e+01,-6.571755981445312500e+01,-3.834005737304687500e+01,1.579512023925781250e+01,1.957463836669921875e+01
-6.183835601806640625e+01,-1.225019302368164062e+02,7.695938110351562500e+00,-1.309593200683593750e+00,-1.141859436035156250e+01,-1.518190765380859375e+01,0.000000000000000000e+00,-2.013655853271484375e+01,-1.769274139404296875e+01,-2.770606994628906250e+00,-6.893027496337890625e+01,6.825942993164062500e-01,-5.100013732910156250e+00,-1.129588241577148438e+02,-9.442555999755859375e+01,-1.610646820068359375e+01,-2.929503631591796875e+01,-1.248241500854492188e+02,-1.227508544921875000e+00,-1.144854965209960938e+02,-1.119569931030273438e+02,1.255264282226562500e+00,1.441017150878906250e+00,2.052070617675781250e+00,-1.718591003417968750e+02,-3.521398162841796875e+01,-1.968688964843750000e-01,-8.089946746826171875e+01,-5.352196502685546875e+01,6.132125854492187500e-01,4.392730712890625000e+00
-4.170179748535156250e+01,-1.023653717041015625e+02,2.783249664306640625e+01,1.882696533203125000e+01,8.717964172363281250e+00,4.954650878906250000e+00,2.013655853271484375e+01,0.000000000000000000e+00,2.443817138671875000e+00,1.736595153808593750e+01,-4.879371643066406250e+01,2.081915283203125000e+01,1.503654479980468750e+01,-9.282226562500000000e+01,-7.428900146484375000e+01,4.030090332031250000e+00,-9.158477783203125000e+00,-1.046875915527343750e+02,1.890904998779296875e+01,-9.434893798828125000e+01,-9.182043457031250000e+01,2.139182281494140625e+01,2.157757568359375000e+01,2.218862915039062500e+01,-1.517225494384765625e+02,-1.507742309570312500e+01,1.993968963623046875e+01,-6.076290893554687500e+01,-3.338540649414062500e+01,2.074977111816406250e+01,2.452928924560546875e+01
-4.414561462402343750e+01,-1.048091888427734375e+02,2.538867950439453125e+01,1.638314819335937500e+01,6.274147033691406250e+00,2.510833740234375000e+00,1.769274139404296875e+01,-2.443817138671875000e+00,0.000000000000000000e+00,1.492213439941406250e+01,-5.123753356933593750e+01,1.837533569335937500e+01,1.259272766113281250e+01,-9.526608276367187500e+01,-7.673281860351562500e+01,1.586273193359375000e+00,-1.160229492187500000e+01,-1.071314086914062500e+02,1.646523284912109375e+01,-9.679275512695312500e+01,-9.426425170898437500e+01,1.894800567626953125e+01,1.913375854492187500e+01,1.974481201171875000e+01,-1.541663665771484375e+02,-1.752124023437500000e+01,1.749587249755859375e+01,-6.320672607421875000e+01,-3.582922363281250000e+01,1.830595397949218750e+01,2.208547210693359375e+01
-5.906774902343750000e+01,-1.197313232421875000e+02,1.046654510498046875e+01,1.461013793945312500e+00,-8.647987365722656250e+00,-1.241130065917968750e+01,2.770606994628906250e+00,-1.736595153808593750e+01,-1.492213439941406250e+01,0.000000000000000000e+00,-6.615966796875000000e+01,3.453201293945312500e+00,-2.329406738281250000e+00,-1.101882171630859375e+02,-9.165495300292968750e+01,-1.333586120605468750e+01,-2.652442932128906250e+01,-1.220535430908203125e+02,1.543098449707031250e+00,-1.117148895263671875e+02,-1.091863861083984375e+02,4.025871276855468750e+00,4.211624145507812500e+00,4.822677612304687500e+00,-1.690885009765625000e+02,-3.244337463378906250e+01,2.573738098144531250e+00,-7.812886047363281250e+01,-5.075135803222656250e+01,3.383819580078125000e+00,7.163337707519531250e+00
