geocode,score_spatiotemporal
001,2613.6046131170287
002,3050.452108813228
003,2876.236007820962
004,1319.5560944560773
005,1795.7225247696404
006,1789.2773076376295
007,1792.9615714358322
008,1324.035546136899
009,2396.7056641650765
010,1369.2912875131003
011,885.9289739050877
012,1283.004563778233
013,784.3611275286545
014,745.920940364573
015,923.2505089339404
016,648.8188150190139
017,1297.3388379124597
018,1447.744123792175
019,1363.7514644285625
020,1320.8796266086997
021,1269.4873088881711
022,1590.086107679159
023,1158.2007660130537
024,944.5724825444364
025,746.9128847087654
026,759.7663971505566
027,543.1213842653283
028,1098.8347598032226
029,676.1426274752727
030,317.6338924622153
033001,206.2840297332438
033004,60.24141296659281
033005,254.01609371722736
033006,60.24141296659281
033010,197.98721520588836
033012,286.6199691533946
033014,235.3630202847469
034001,74.36809638003095
034004,74.36809638003095
034005,268.46129286594913
035001,255.48106647830537
035002,158.85490695359576
035003,209.42159666850912
035004,182.279104050529
036,180.21548458892588
037001,138.4618947772817
037002,142.261039453252
037003,58.161471105925415
037007,90.0510748804552
037011,124.63010954018849
037016,91.99643524745288
037018,19.089900863249163
038001,327.8910046622486
038003,169.40752871000302
039001,28.913499475697733
039002,207.9037440942376
041001,123.04999402056264
041006,88.44771585063492
041007,18.23393088646929
042,232.04609088008087
043,163.24858472956367
045001,110.4057880980332
045002,18.68351149626175
045005,87.64010480662274
046001,58.75300283541818
046003,3.8752626818474
046004,26.888613086630716
047001,69.95492484162658
047005,22.22789685141145
047007,62.48868934726772
047008,29.848014325216493
047010,90.31301317308365
048001,35.75792150866589
048004,21.301487438073245
048005,46.4435789773935
049001,101.0905477657152
049002,48.07627122777015
049008,20.416816969585412
053001,10.773839283497963
053005,25.862414845420204
053012,60.57356894718446
053016,32.6720407474816
053020,25.60152639355601
053024,23.65340065869133
054001,88.45453539122106
054003,123.1589723848402
054005,84.02965789089869
054010,55.9962150630613
057,107.86555263872376
