geocode,score_spatiotemporal_min
101,47.495361863591
102,33.47029485579072
103,32.74516498665543
104,33.5714777036484
105,21.77774147194897
106,12.564706469067405
107,26.711172075550014
108,18.30247479039373
109,25.507440198909308
110,19.79046464782835
111,20.02211856798092
112,11.075900585596555
113,12.559317976231227
114,13.887964193976329
115,18.12589160839286
116,2.981475643349071
117,1.3493719742298673
118,8.643937116591408
119,5.867200753649376
120,2.4326357977941995
121001,5.6006617171665285
121004,0.5117977770537779
121005,2.3586466157850636
121006,0.6663099995553292
121008,1.1426778043520234
121009,1.0009818404401318
121011,0.06148805788012155
121012,0.13053360535670328
121013,0.10727529217178135
121014,0.40337263488219566
121016,0.13663417122439855
122,22.041700911767418
123001,14.443846093808897
123002,4.915707686555957
123005,13.641799111162415
123006,21.56205084296348
123008,0.17624493410536812
123010,1.2842480187144
123011,1.639175629959638
123012,1.5400216751717444
123013,1.4451043324914363
123015,0.6317925290240703
124001,21.37601295277521
124002,14.162430115142524
124003,13.44325275214883
124006,4.013891804721465
124008,5.300392155709539
124009,7.599077685780743
124012,5.00472996511885
124013,2.1084348766262577
124015,0.6624302098404323
124018,0.09561609419174726
124021,0.8156582145040088
124023,1.9591084462957755
125,10.791093369642969
126001,1.061833868955302e-05
126002,0.17188533003011386
126003,6.296213112843134e-10
126004,1.3029281787054906e-08
126005,1.4556359766194746e-05
126006,0.0012963451289071135
126007,0.0003641603918971849
126008,0.0057265762595266586
126009,0.02665910884933382
126011,0.0013346132035390436
127,3.019695716115787
128,4.909788653775254
129001,0.00013244206331936622
129002,0.2762894624991705
129003,0.6740119853720913
129004,0.027880381833581182
129005,1.0825773436841644
129007,3.2666892221313337
129008,2.90656187299846
129009,3.236233666642897
129010,3.5634125547125084
129011,3.2840383006608236
129012,2.9737480484335026
130,4.226440547000975
131001,0.0291377876530932
131002,0.017986904705428013
131004,0.00028136532220773467
131005,0.0057551878134863114
131008,0.0568831857520324
131012,0.3386353700921125
131013,0.7357213103850895
131014,0.908246835362036
131017,1.856900072116063
131019,5.080846828885857
131020,0.06511304496221225
132001,0.4837666618164914
132002,0.040022087026388715
132003,0.014656798745719908
132004,1.7985553332551305
132005,2.6655084456671734
132007,2.9157571946506198
132008,1.666166463463599
132011,3.2129964765928594
132013,2.0120138192283217
132014,0.1207118160511431
133001,0.2789221334104
133002,0.0808413389052742
133003,0.022530274028024593
133004,0.019889256469613103
133005,0.011335968500949117
133006,0.02432821465188046
133007,0.005785566409884259
133008,0.23218423622618492
133009,0.25396925368322976
133010,0.3323394836940181
133011,0.38892364346807434
133012,1.0036775407335803
133013,0.3452778544665171
134001,0.29042337391341894
134002,0.1254305841624742
134003,0.02761941765479902
134004,2.989010666474055e-08
134005,0.009137376956914668
134006,0.2907337112315217
134007,0.37913781169424576
135,0.23538456711192474
136001,0.0198234861064118
136003,0.36203825361728853
136004,0.11776389711755683
136007,0.1495007995807378
136010,0.013196149633838862
136012,0.020006028518496182
136014,0.00012479160747932102
136015,0.0008178167306609415
137001,5.269415700080083e-12
137002,2.2686644445639634e-07
137003,0.002469232416395482
137004,0.0694506427844986
137006,0.02851519000779128
137007,0.05766065420356517
137008,0.0006823996518194001
137011,3.35672611008135e-06
137012,2.535334905452306e-05
138001,0.031650574697214016
138002,0.053215778266481176
138003,0.03267415363534153
138004,0.07593044750037449
138005,0.030353274815624626
139001,1.393546635598417
139002,0.9734713431936732
139003,2.2575474884462445
139004,0.8783542126036635
139005,1.4043171808118309
139007,2.5121065691189925
139008,0.8914798153576787
139009,0.3298003730034903
139012,0.41995047449003275
140001,0.40301793413586484
140002,2.0417571594878097
140003,2.3655641445540967
140004,1.5521107199041946
140005,2.0212895153808694
140006,1.553402966497985
140009,2.2366116057097902
140010,6.980227289524959
140012,0.6326672224729047
140014,0.5816271780286904
140015,0.22005642917490764
140802,0.5785339900650225
141001,0.15362716618209565
141002,0.0889154445084968
141003,0.053715533314038784
141006,0.07320545679642669
141008,0.5108348041625351
141009,1.8447974885808927
141010,3.3861518506262356
141011,8.173939550130372
141012,2.3110969220649107
142,5.14877974524298
143,20.842383436923495
144,5.987137974977447
145,26.016467890216255
146,19.049864860416147
147,27.27223418739929
148,6.112453447596982
149,2.8694440124008094
150,10.384822839895497
151,21.626884340572236
152,0.8915203558385596
153,0.8104796932205379
154001,0.7843840669061589
154002,1.4992494592511922
154004,0.6364528830496484
154006,1.7313233188665034
154007,2.629790123703919
154008,2.0107293531662296
154010,1.9430934577462031
154011,0.38411689818127603
154013,0.036746244325908305
154014,0.08304694124948418
155001,0.2158917134655304
155004,0.1461914672374641
155008,0.5570324647978666
155009,0.9448309183505014
155011,1.2676843046362738
155013,0.595788873189629
155015,0.24568609901471442
155016,0.3425755289325964
155018,0.5494563974167315
155019,0.0791529301932526
156,13.384000226310517
157,10.799561497127575
