geocode,score_spatiotemporal_min
001,51.2255464252155
002,43.061713896697306
003,22.32311994459499
004,47.97453590575879
005,29.097424193041558
006,14.428253172491623
007,25.31539965203687
008,16.426772269660965
009,6.899661744774777
010,9.130149691576259
011,29.640380034447755
012,24.516174338522088
013,28.176573744634425
014,14.075628687158968
015,18.310458689454325
016,19.938955572716736
017,11.85171524658066
018,1.6659676998897457
019,7.795823833011926
020,6.107318347342171
021,6.128442949642834
022,2.4340648850545263
023001,0.7777545448069402
023012,5.7528368794685125
023030,2.4265702856766764
023032,2.726978787390266
023043,2.508483784497481
023044,1.9379750733922736
024,11.222451923169952
025,2.0383034441563406
026,1.2018620264437778
027,19.534343545745283
028,6.18270763877891
029001,3.3884870040145554
029010,4.403946201597731
029015,1.522456916696983
029026,0.6557729040467523
030001,9.047356154968915
030002,7.951579148164774
030003,5.226984691383344
030005,9.541967616686103
030006,13.24864993813767
030010,6.681294772560212
030014,3.716522106498029
030016,10.39849960775182
030018,11.366911160241365
030020,2.0125998425533833
030023,2.1007175123603754
031,0.11650522224605339
032001,0.03378080663090812
032003,0.09116464737131597
032005,0.001380779781486028
032006,0.12259449930769462
032008,0.1310218381081363
032010,1.8486586008826102
032016,0.9446215922346775
032020,1.0838920772251222
033001,0.009848147916263868
033003,4.12061884248902e-07
033006,0.019418058647567748
033007,0.1268467173653648
033009,0.10443399128355632
033010,0.09461657143060452
034,4.1916615837802675
035001,0.8519131197540186
035002,0.44552972179791245
035003,0.2574941803228483
035004,0.24534704460789625
035013,0.7391449218966277
036001,3.818325249176735
036002,2.4818357428746185
036009,2.3860341526030813
036011,4.264324161835724
036012,4.07579463955588
036014,1.222812001611952
036018,0.12974715165965148
036025,3.498826555631408
036026,0.11472311693793431
037001,1.0146979900397237
037002,0.8601710352238967
037006,0.09327482277532603
037014,0.363757089682572
038001,0.9791717881571788
038002,0.3773692396238798
038004,0.1444342215915349
038006,1.0442039630121334
038009,1.1832865906272318
038010,0.8709826971308707
038011,0.722243917807345
038013,1.0837918920020932
039001,0.06654401981486606
039009,0.0007951612767766729
040001,0.28722164452208404
040004,0.27111079948951944
040006,3.253082788851725
040019,1.0338839897144008
041001,0.017317811653705793
041003,0.005210075900991735
041004,0.1473985409754242
041006,0.22077351787311156
041024,0.3014499308390452
042001,1.230556201295541e-07
042002,0.00014489152181347168
042017,0.00802665037018606
043001,0.06723404399537845
043003,0.01804411424145135
043005,0.037810711665399885
043007,0.23906922299118522
043008,0.14828855450553927
043016,0.12693183696860644
044,0.052147583840849096
045001,6.566171621341587e-05
045002,0.004062793629388889
045003,5.389293570862176e-08
045011,0.3046678281142721
045017,0.024158726917595533
046001,0.030485820989645532
046010,0.0007805664458826965
046029,7.608607621188644e-11
046033,1.0977978601567314e-05
047001,4.763918530573844
047002,1.4870922106169053
047004,4.009777998795608
047005,2.6724612438522684
047009,1.6866226865149263
047020,0.09898955422467817
048001,6.870440967650682e-08
048003,3.1450124173722605e-07
048007,0.006166594482554242
048010,0.0021663852247266477
048011,0.0068326910375815135
048012,0.00012874694646840032
048014,2.3139760485502486e-13
048017,8.345219145716516e-17
048018,1.1986204674448283e-33
049001,0.12680664906789818
049005,0.02471057220435589
049007,0.03931052267414592
049008,0.017955892728190512
049016,0.01194704445769765
049026,0.12756789397025942
049028,0.044352660698662706
050001,0.02550641214330424
050002,7.428343963672738e-07
050006,0.015579083615262702
050012,0.19728448257592113
050014,0.6302797813698439
050017,0.5237117825713882
050021,0.19395938188406733
050028,0.036716184224726243
051001,0.2970734920503369
051004,0.18181008231568427
051008,0.13781117595760092
051010,0.7093523396952693
051012,4.4628599829811115
051014,0.9551756624027379
051017,0.001472442513457511
052001,4.7554471823978713e-17
052003,4.3082651173697185e-16
052005,0.0008955243608981658
052008,0.00031316570106836006
052009,0.05695887821099246
052011,8.938817779155055e-06
052013,7.469986299922465e-07
053001,5.025312229282981e-10
053003,0.0004247654713827482
053005,0.0013543493431928317
053011,4.241398227305487e-15
053013,0.0002710043801489038
053022,2.4827404258293817e-20
054001,5.701941078818214e-05
054003,0.03702447180406962
054005,0.00455173688284063
054007,0.050506734760976814
054008,0.08762095217354342
054009,0.03350531253491088
054010,0.00019809417531966387
054013,0.010129129607558929
054022,0.0009666961501268017
054024,3.272001131587132e-05
055001,0.00021838768188405528
055002,1.1532733387059219e-11
055003,0.0005054616011940758
055011,0.00047646908406313274
055014,0.0009153676416344607
055017,4.785760139822697e-07
056001,0.059919696631524605
056002,0.009779693732274171
056003,0.02869289002511586
056004,0.20254333426032262
