geocode,score_spatiotemporal_min
34117,45.7071794269921
34119,33.61011513097061
34121,16.84059540720623
34123,9.688956225252614
34125,8.673288488349149
34127,14.761139944070013
34128,5.644205153957511
34130,14.758394331434092
34131,5.646199626819224
34132,5.411328950611803
34134,7.214413543105679
