geocode,score_spatiotemporal_min
001,32.48793752693239
002,38.9124544700686
003,32.255156095887436
004,11.841562338294604
005,20.457017923599658
006,18.680113686464004
007,20.32157409632659
008,13.712704772967589
009,29.636891044155732
010,15.959469303866111
011,7.170035426156153
012,13.28353530882754
013,4.9462020408801255
014,2.7341684364902497
015,4.667161101255023
016,1.5100783974777094
017,9.159415114225828
018,11.319289968297316
019,13.753557245183115
020,16.863187499674673
021,12.39833181742223
022,14.457140080596046
023,12.757331281350881
024,9.993767899800265
025,2.8013092531320907
026,3.4986688744711167
027,3.120542038478952
028,12.311662742404112
029,4.675297197393922
030,1.7195895523670113
033001,2.0421624831330685
033004,1.3775635066185543
033005,3.0056490664146174
033006,0.6829794301807915
033012,4.323299685200561
033014,3.5865229573724804
034001,0.0006998901826245964
034004,0.08224973795729246
035001,1.7189084515430861
035002,0.4968398209653055
035003,1.7150563883836467
035004,1.3061895912555657
036,0.6382651580990658
037001,0.07802119218978838
037002,0.16768605592610575
037003,0.005951682314531756
037007,0.11657490905528728
037011,0.273014525917502
037016,0.10355013194045484
037018,0.016654258913560423
038001,2.0025405031970926
038003,1.447704465557205
039001,0.000836535165735429
039002,1.3867160719647464
041001,0.03924154868161125
041006,0.009941850820856515
041007,0.0003955135979063307
042,0.22556618929267985
043,2.068666680365434
045001,1.8486338960639116e-13
045002,0.00017167832980286596
045005,2.0912557150052258e-19
046001,0.043535464484251635
046003,0.003969839966400845
046004,0.028518610899056676
047001,0.01941265929198631
047005,0.0041077554106619795
047007,1.5834660083124988e-05
047008,0.0018462373072641045
047010,0.00037307326621215857
048001,4.452997111913228e-17
048004,1.706898696529748e-17
048005,4.783998247666116e-06
049001,0.256390925234786
049002,0.11863332224186315
049008,0.0008745711605365494
053001,3.610279607259153e-27
053005,4.936835383876344e-13
053012,1.55119883389886e-05
053016,2.5207254053516804e-15
053020,8.824027941634951e-16
053024,1.4399579097743628e-07
054001,3.8555240676463994e-07
054003,4.496477589202883e-06
054005,0.00022944656159081886
054010,3.500299090690125e-10
057,0.01944542431876591
