geocode,score_spatiotemporal_min
30732,5.30391735879176e-20
30734,1.4584782476921111e-06
30735,0.00010564019952507544
30736,1.4782964053453606e-15
30740,0.18876710314337633
30741,2.939210398782466e-07
30821,0.142150755182126
31201,4.4480662200639324e-09
31206,2.1256909644425095e-07
31214,0.272723430811239
31235,0.07710132881646271
31701,4.3615595068686653e-13
31702,0.018290017364332053
31704,0.8308179145257523
31711,0.015546690258327306
31716,0.8224524394819375
31719,1.4291790410332263
31723,2.499093881791142
31725,2.835989627655833
31952,0.010570472805680405
32144,0.034636245618076385
90101,120.23743093803043
90201,22.306413562188844
90301,45.4024137505132
90401,89.81938202206568
90501,67.04228859640853
90601,87.18997978573861
90701,93.21229998508622
90801,85.31968060729486
90901,83.43381621390098
91001,21.515890726519494
91101,17.573060338644197
91201,37.30077108062125
91301,6.4948176287320605
91401,7.715898879506999
91501,69.28609531052668
91601,29.786250214142076
91701,13.33487864877783
91801,22.033325318596884
91901,11.46514898764044
92001,52.89523390396353
92101,12.350311896308684
92201,6.018556868628045
92301,14.319223695011797
