geocode,score_spatiotemporal_min
10115,94.2830523583579
10117,105.26023795218502
10119,95.7961978544556
10178,149.80916552889622
10179,92.844364466975
10243,70.35207748435347
10245,54.873778771264064
10247,57.43428115611396
10249,75.18284830824025
10315,49.815412344232314
10317,35.14217323905086
10318,23.85408733244844
10319,35.92737215961763
10365,47.738249516664006
10367,54.29408876066249
10369,65.9276430675039
10405,74.41275100091099
10407,61.90924041641396
10409,52.011708493817174
10435,66.10036026406388
10437,66.78877712999153
10439,67.48496470790009
10551,48.90015661311021
10553,27.322034957704545
10555,56.16782218058951
10557,69.40940483590298
10559,51.51477090457714
10585,60.78728270807259
10587,50.265089255918106
10589,37.77330481630276
10623,124.45510089066678
10625,88.9450111354333
10627,91.03895687353511
10629,100.23191260035118
10707,82.24762827299388
10709,65.81974209700431
10711,67.40139963289315
10713,48.37490755185364
10715,51.39400538642069
10717,53.129138103932334
10719,104.85429340831895
10777,89.77270925448784
10779,50.17398305174522
10781,63.0941743406076
10783,90.70940642995416
10785,71.54609509650051
10787,108.05341026341189
10789,151.243466602972
10823,69.07166854841617
10825,63.314638016022585
10827,74.90342455503745
10829,54.619516601937455
10961,68.88320964878235
10963,99.78233197335999
10965,40.7268899752878
10967,57.577501304562865
10969,72.61421913824405
10997,57.654615065529505
10999,57.36699757886728
12043,65.68655057086659
12045,61.625605208753925
12047,70.69545556667869
12049,36.36102452910281
12051,51.81530546834414
12053,58.58665815523356
12055,53.02114121488578
12057,30.155508743852447
12059,38.07073825945471
12099,25.736258763296316
12101,45.714236933199686
12103,44.661082976269526
12105,38.51457778082491
12107,29.19840729884352
12109,28.072931055107027
12157,48.0524943625371
12159,59.733297872785755
12161,62.85684900367062
12163,66.27168658072306
12165,68.51448626116262
12167,50.809365466455674
12169,56.81507968739611
12203,33.471236233889286
12205,28.491016270920948
12207,27.44540000838067
12209,27.44320546925417
12247,48.67074014799956
12249,34.60549968484644
12277,27.94728649615302
12279,42.525638774504124
12305,27.977911876294804
12307,14.134580850260045
12309,16.84239630660771
12347,26.079085692909263
12349,24.998713274596078
12351,47.6504250252048
12353,43.30661761196922
12355,16.538323985623574
12357,32.8071617493003
12359,35.095676239698
12435,34.02427777228578
12437,21.807905901347535
12439,33.722002817707256
12459,27.183360113406465
12487,26.860550316278403
12489,21.255065051830197
12524,14.61058752617234
12526,5.892669889274756
12527,2.7899697595176614
12555,24.752775960599294
12557,12.962653532303582
12559,3.515145247980883
12587,7.891318152132357
12589,3.7077931004682787
12619,24.146700397282963
12621,16.267109183978246
12623,7.973977107012657
12627,22.38721809133893
12629,28.525959752405367
12679,47.421084394258614
12681,30.302633245296015
12683,18.246812276146237
12685,29.729376444153115
12687,38.33102527793787
12689,23.141966651527394
13051,20.096261090414355
13053,43.66816342658966
13055,45.56131911917934
13057,18.956045477571745
13059,15.221797283612883
13086,42.12372099371564
13088,32.736206165195746
13089,17.241701884273134
13125,4.22871214613665
13127,7.5646131394953455
13129,10.664605549013114
13156,25.430300185783064
13158,22.803669990260648
13159,2.579356686561938
13187,53.67677192918998
13189,56.215688100969025
13347,67.35748973687542
13349,39.09130045745394
13351,26.137448202552434
13353,50.135068293977504
13355,54.828058273447624
13357,67.30225953910606
13359,58.09200415678517
13403,27.27259894792873
13405,8.807201596443683
13407,34.7620701219422
13409,42.415808270827675
13435,45.17513173904117
13437,38.5748386497057
13439,44.14185184794941
13465,8.049161569668419
13467,12.270836427822895
13469,16.925942355324587
13503,10.151465176298979
13505,12.378576879021638
13507,16.85463402327211
13509,28.914769226538144
13581,35.00111547942261
13583,30.371633683590485
13585,43.578579989477845
13587,6.932593318714805
13589,14.5746121437499
13591,12.63432301632845
13593,25.230362087749334
13595,26.442469610291123
13597,33.04032335814971
13599,25.09560212405306
13627,18.296054798251394
13629,16.706912711377466
14050,26.090056189282947
14052,34.26142267445112
14053,16.092930345039008
14055,18.928552540087388
14057,66.27838897440132
14059,34.46469537308681
14089,7.880892946445358
14109,4.168099841913901
14129,5.04825903897644
14163,23.746568278236857
14165,18.295835294409166
14167,19.200104242031433
14169,27.366108283320276
14193,7.3067120482110965
14195,33.942892728861985
14197,41.87744864803347
14199,30.550585371209973
16548,1.052598202923203
