geocode,score_spatiotemporal
101,3458.7229316914973
102,5875.570395756326
103,5701.081714616856
104,4879.814916201511
105,3777.5821246431287
106,2726.511197692417
107,2352.7612409467574
108,1839.7720524255408
109,2401.039838433566
110,4024.876145248687
111,3633.0647166398458
112,4179.129344353229
113,3000.6773378856115
114,2248.2749307622053
115,1557.4889050421425
116,4903.104940353204
117,4993.01379476167
118,3698.8187768153184
119,3011.332012051349
120,3225.7236102734614
121,2833.967232496447
122,2456.374419214228
123,3082.0065890661467
124,2282.2232846410634
125,4337.0543348344445
126,2663.3713511843407
127,4925.971840382722
128,5281.455097111679
129,5030.3123026017765
130,2480.76062223511
131,1268.4172961163958
132,3299.6452010662247
133,1637.1748410452722
134,2601.4976263431986
135,1934.4745320275915
136,1602.6976989601694
137,1532.556787946917
138,3003.107714821665
139,2405.9172415956978
140,1990.289151030962
141,1815.057103115811
142,2318.005602713648
143,2458.9909860290613
144,1183.6383569154457
145,1742.1391252365504
146,3840.8072908956383
201,1473.3607787816527
202,1549.896073624475
203,1796.1795786059083
204,1709.0962174166884
205,1341.148647157315
206,1484.3592995243334
207,950.7490460446916
208,1406.7679358416096
209,846.2998761707188
210,737.8928365762421
211,1777.6920591001358
212,1057.5415784117947
213,1327.0008542780558
214,1223.0107723985363
215,462.1537480052971
216,237.10453263871992
217,726.0913023387373
218,1003.2797178169216
219,211.9692966292633
220001,571.3744536933223
220002,493.8299156785118
220003,236.26362611455704
220004,76.60043891050587
221001,1108.3488029251291
221002,1108.3488029251291
221003,35.76272973510301
221004,384.4583662233902
221005,86.42315009447715
221452,675.6362633428594
222001,87.20154932522297
222002,348.7988451877805
222003,135.39731720497178
222004,551.7628751101098
223001,482.9204324833181
223002,568.0497692303983
223003,287.01262676646456
223004,106.10696654353043
223005,45.50618123294579
223006,13.531797329659891
223007,88.57477891467812
223008,144.39064496912025
224001,698.0137685318892
224002,111.9896903507616
224003,698.0137685318892
224004,142.8597706683139
224005,47.04542436438986
224451,315.44099966528
225001,77.30762826656736
225002,329.2462817858145
225003,229.5269205704827
225004,746.7787063603419
225005,1021.3311778127209
225006,999.5362096005584
225007,671.6229077557047
225008,111.69888635030163
226,1728.8898543459284
227,1526.300556548161
228001,228.13228467472723
228002,444.39625972972925
228003,906.355204481446
228004,758.9747164977272
228351,855.0400201006885
228451,855.0400201006885
229,1103.9499305383897
230001,1254.5920430269894
230002,1254.5920430269894
230003,1013.1430525543664
230451,743.4089686546918
230756,1796.012331586847
230951,177.6230709772128
231,1852.000413487692
232,1568.806063232425
233,539.1128458758966
234001,866.6034574857059
234002,793.8615370309112
234003,789.7915969743849
234004,1021.6259083889034
234005,222.45330450919604
234006,793.8615370309112
234251,
234951,123.25059616264156
235001,225.00990945577672
235002,405.0802295593704
235003,681.3512610540465
235004,580.7014959299999
235005,145.1487356361592
235551,406.6586308437679
235751,406.6586308437679
235951,26.762608800603736
236,318.6335346100495
237001,47.85816240433097
237002,86.21435413251992
238001,357.3128562216704
238002,231.47278136823488
238003,231.47278136823488
238004,357.3128562216704
238451,234.340477546964
239,1718.0050282585407
240,1695.8154162609897
241,1144.7153590383457
242001,289.7353653387925
242002,627.8913459133599
242003,782.5197293902298
242004,157.9259292163528
242251,954.046499165053
242451,954.046499165053
242453,157.9259292163528
243001,383.8616385647098
243002,627.8868107660587
243003,292.7762515012994
243004,314.310614665428
243451,383.8616385647098
244001,337.7510903310103
244002,255.13955555064865
244003,142.68316608820848
244451,379.2764554863958
245001,271.3200846110669
245002,436.2034970192769
245003,381.9018408484384
245004,71.8901892272679
245451,271.3200846110669
245452,71.8901892272679
246001,127.42197694959331
246002,488.0808702734615
246003,359.41572321863816
246004,231.95220780207023
246005,190.8331886996721
247001,494.7892021784879
247002,258.907982700082
247003,472.835335843048
247004,1059.4993399914065
247005,848.7752065371513
247006,706.462799700839
247007,494.5658855456379
247008,838.1042295860257
247009,957.3208201155024
247451,864.8862527514202
248,360.8509228358895
249001,545.2635546614331
249002,113.24705119773884
249351,606.2857246467646
249451,440.21242826411
249751,606.2857246467646
250,211.65578586407696
