geocode,score_spatiotemporal
04103,3519.6032332728605
04105,2189.025610989807
04107,2728.079373822573
04109,4269.352223750547
04129,1368.1189531065531
04155,1896.140916977662
04157,1337.6579658898368
04158,158.9208855224504
04159,508.94797473437876
04177,1761.7607814521482
04178,254.24109897564722
04179,811.1468041494921
04205,730.7828492909529
04207,650.0994106400078
04209,1424.6955841303468
04229,1541.0040279085677
04249,154.0465795364902
04275,2031.884489933781
04277,1179.8387072832927
04279,793.0176956002873
04288,109.67267481725533
04289,740.6294052251494
04299,1225.159989615399
04315,2844.8376116865015
04316,374.9426437912213
04317,2813.8739186086623
04318,1347.6950505898135
04319,207.4118842781795
04328,1371.516151142545
04329,915.3197238001908
04347,1312.9681242962886
04349,297.5285001255153
04356,102.20001738184614
04357,1099.4469275840636
04416,204.63916831593727
