geocode,score_spatiotemporal_min
40210,114.79292841919855
40211,87.95299270655995
40212,115.97706403467028
40213,76.94523827934982
40215,89.8479182680988
40217,77.65998058542081
40219,52.18246964938653
40221,12.410232137323515
40223,31.66759904961367
40225,36.48683325982319
40227,56.06794439516719
40229,34.20108768907026
40231,29.919750263752295
40233,49.89344281476475
40235,37.47383590154265
40237,43.95159221683034
40239,29.283582057592696
40468,27.336181048148504
40470,26.987330063383293
40472,12.597337805484957
40474,8.303854105302038
40476,38.38720040848812
40477,49.51843748884429
40479,62.81445938226498
40489,3.6733282785663857
40545,27.66820345849765
40547,13.828931219208497
40549,12.139832201838976
40589,10.549644201394521
40591,27.224516230131023
40593,8.784723097735233
40595,8.259217567249287
40597,19.434900402172886
40599,17.76777623042532
40625,29.66539318503963
40627,13.784043071981305
40629,6.066782398776019
