geocode,score_spatiotemporal_min
75101,172.963573660469
75102,157.28651248561889
75103,126.7555846971168
75104,146.2039248442972
75105,100.3603574159869
75106,130.48002940875818
75107,105.52303873386913
75108,141.77591764316512
75109,148.88805603517173
75110,120.39459077308419
75111,100.03775556670969
75112,42.700036172192746
75113,77.48977556922203
75114,76.54661695697196
75115,76.11441148228103
75116,42.713847482223905
75117,73.29808140086361
75118,79.73479512752178
75119,55.39860708315104
75120,58.043652896622184
91027,5.855576817377391
91326,15.882568653421124
91432,2.058667924328587
91479,7.465149358307342
91589,5.54754327012822
91687,6.96012799966497
92002,12.621172210779072
92004,21.65325507884455
92007,18.577846162379085
92009,14.424275915692029
92012,33.5074942236838
92014,23.074268798721015
92019,6.3954143103403664
92020,12.986881665526438
92022,4.766962850057754
92023,12.1813342834308
92024,29.844565621029446
92025,19.03108291332218
92026,31.53438805770069
92032,11.35763228858005
92033,2.6417277905587335
92035,16.555870461596992
92036,15.735803520651377
92040,31.520581641252328
92044,34.87138094586049
92046,36.88687793548321
92047,1.94113021363752
92048,6.516140519004028
92049,38.32722676833951
92050,14.225094153756858
92051,37.45496846099101
92060,13.451636503909363
92062,41.93306534469743
92063,6.294135262928021
92064,10.812865481318047
92071,14.055996842418015
92072,9.89362881206608
92073,26.091999104135343
92075,39.10869249628463
92076,2.0960979828497353
92077,2.057996883238333
92078,14.677836527154122
93001,38.449585553945916
93005,7.008676284891395
93006,28.659616950993204
93007,9.698229748569974
93008,25.750055934172963
93010,21.13982718108593
93013,15.615783993331432
93014,9.074127394777868
93015,3.325800426483942
93027,19.74068465636866
93029,15.889889019265622
93030,2.738657701557796
93031,12.41933031799946
93032,5.512521149555123
93033,1.1611402135876154
93039,16.82948610244538
93045,28.247469244319937
93046,7.709697682909627
93047,8.327759798855533
93048,23.079629296044608
93049,6.42403596878638
93050,6.93261696007911
93051,5.7075160341013405
93053,25.373263957572444
93055,27.161361424736523
93057,12.294764893872332
93059,14.622211514911244
93061,35.20951738271488
93062,15.108175186658785
93063,18.67961775351945
93064,18.809771290594917
93066,33.86022231595721
93070,41.05184869701486
93071,8.567158899234148
93072,14.224174196782625
93073,0.7952170941675152
93074,1.9826184338196902
93077,12.94825686072558
93078,2.666008496326027
93079,10.590183867245281
94001,9.07099696536838
94002,12.074509995459245
94003,24.346213804451466
94004,0.920207459865821
94011,3.478210703060746
94015,8.15962864444687
94016,16.074883882955884
94017,8.079390193125935
94018,39.27466053748792
94019,3.3565640268571646
94021,19.80991004166844
94022,21.14832630164841
94028,21.322324967167667
94033,15.007969653915392
94034,18.085933566718914
94037,29.756017260042768
94038,19.209489076723106
94041,27.279097038448477
94042,11.959133892879237
94043,36.01457040679496
94044,3.756241154822928
94046,21.03658562463325
94047,0.45326635251190306
94048,0.08875980774949278
94052,9.635778119395649
94053,0.14227376885032403
94054,13.60286809413168
94055,1.6168786020895558
94056,0.09658579101237903
94058,8.216276254989506
94059,4.047173573684512
94060,0.589527522953333
94065,13.15413407531048
94067,43.37004995083364
94068,6.166611269255166
94069,19.03540030856086
94070,0.09549691652663789
94071,0.8151188940259141
94073,21.06002686963759
94074,5.582257914309535
94075,0.45766120195335724
94076,25.03997111129663
94077,7.588265456894409
94078,5.136432946618046
94079,9.915350553947643
94080,47.420888536676664
94081,16.17349319628942
95018,8.49864234284254
