geocode,tot_area,pc_urb_fabric,pc_comm,pc_road,pc_urban,pc_urb_fabric_urban,pc_comm_urban,pc_road_urban
101,654122.70206793,0.5296231444272851,0.21632429664708563,0.22471561069078405,0.9999999999999891,0.5296231444272909,0.216324296647088,0.2247156106907865
102,1566124.7745589614,0.555741971876653,0.19515551655452507,0.16768291390819018,1.000000000000024,0.5557419718766395,0.19515551655452038,0.16768291390818613
103,3304810.271418713,0.6209320571027672,0.11030190232182559,0.12648508681613618,0.9807606045719262,0.6331127639183531,0.1124656738939562,0.12896632086006685
104,878851.8462750406,0.44260605104382245,0.3188311501800934,0.15368049936939332,0.982820863901504,0.4503425469487992,0.32440413293062315,0.15636674496238087
105,21168500.847628377,0.12987787695700015,0.4105805445705845,0.09986232366834788,0.7132841336913468,0.18208434875014487,0.5756199040146482,0.14000356793518756
106,4596318.462676647,0.3894893797123364,0.37043607629750375,0.14347364510492538,0.9709730893784017,0.4011330323909183,0.38151013694380537,0.1477627409805708
107,4850442.934974214,0.3762807354389017,0.11871811424267421,0.10168773716989676,0.7690471398366235,0.48928175653684747,0.15437039954130083,0.1322256229852169
108,6126097.174333525,0.49436962533276224,0.050527828986048365,0.08363945721621088,0.6822947017654921,0.724569052131786,0.07405572526842663,0.12258552939043364
109,10391679.964991478,0.3463644841122804,0.02837742090443068,0.0738337691302297,0.5490289177934036,0.630867469612257,0.051686568748477,0.13448065618651606
110,3988128.021338016,0.5217898725909277,0.12693243676795737,0.12255173560193094,0.9558413109934066,0.5458959207869254,0.13279655870495533,0.12821347455108717
111,30441062.992536575,0.18088959843950944,0.026607531402305616,0.0531608413210229,0.3242162748312029,0.5579288039555886,0.08206722940160338,0.16396722017949314
112,7771434.82354915,0.246260815490828,0.2865943804675845,0.0896798056402985,0.7044026344273263,0.3496023487916624,0.40686159656484455,0.127313274052712
113,23142355.37425912,0.24738136797023197,0.1356559577221375,0.06674950986736362,0.5153837513301823,0.47999450376879704,0.2632134935802993,0.12951419150310062
114,16609780.45848078,0.152548068641843,0.22990404176631554,0.07084111140450644,0.49009028349210465,0.31126523781469856,0.4691054883360472,0.14454706365474737
115,21608289.76689975,0.16272215596864525,0.06970010072935509,0.04248084047285434,0.32311419007776976,0.5036057250518151,0.21571352441246575,0.13147315028977744
116,16488070.638157994,0.12234727328439923,0.1218149751001077,0.0827149852927189,0.3618287594882945,0.3381358448604948,0.33666471198248826,0.22860257269128104
117,26288433.33943043,0.16580714092479745,0.1139726867044656,0.06232422301597017,0.38107534112242797,0.43510330643915535,0.2990817678435132,0.16354829686014052
118,16676174.348922478,0.146136401756322,0.02696705181321732,0.04363201684217947,0.26428440216319077,0.5529512924719843,0.10203799994433899,0.16509493744257184
119,94615524.48032081,0.051283128758061854,0.009910116361320977,0.017941515994621272,0.1002581985944969,0.5115105744666427,0.09884594477308847,0.17895310554289243
