geocode,tot_area,pc_urb_fabric,pc_comm,pc_road,pc_urban,pc_urb_fabric_urban,pc_comm_urban,pc_road_urban
04158,28894848.824755874,0.11670721935795378,0.17265952415574876,0.05970483142376308,0.38198455906405443,0.3055286309056888,0.452006553821972,0.15630168813643397
04289,6175545.770568621,0.3462424225144003,0.10685116424784849,0.057825551291190096,0.886882258425296,0.3904040465632621,0.12047953742762664,0.06520093365478104
04299,4596663.316742627,0.33748153431871447,0.07133170953288422,0.06352443444929796,0.8398441563310809,0.4018382836561329,0.08493445956033305,0.0756383597723761
04328,3136186.1898005493,0.1809781738638429,0.3014286817358374,0.05903509506041228,0.8225287773008689,0.2200265557367165,0.3664658186488948,0.07177268040898965
04329,4499397.056835555,0.2071583193538224,0.17581912126796134,0.09511855265835864,0.5311495238633342,0.3900188365924708,0.3310162456498783,0.17908055714050272
04316,9399307.653888155,0.26112517778347144,0.0708902262903862,0.03947187696727388,0.4281430353236,0.6099017296546871,0.16557603520703262,0.09219320112831021
04178,15748230.455513423,0.17582361364338248,0.12066258746873575,0.03848545810467014,0.44029792075194035,0.39932873937517366,0.2740475977326177,0.08740776708403417
04105,4862288.441733655,0.22103580541568746,0.1669400723814761,0.08259282097993678,0.9269087033454464,0.23846556259307275,0.18010411573324042,0.08910566993473956
04315,1986400.7725522437,0.556584500679523,0.13022128056772045,0.10474103448059072,0.9277499884701099,0.5999294072720487,0.14036247069370447,0.11289790976264209
04207,8667789.446687797,0.2982022428614631,0.06985096222000993,0.05492853640567386,0.5580700999425027,0.5343454933209763,0.12516521173093953,0.0984258723255969
04279,5888443.039011438,0.2101240455685683,0.12368791522112342,0.0643051159143176,0.8638925609407448,0.2432293725735426,0.1431751132182828,0.07443647372572797
04177,2953421.0152825145,0.4184641366386074,0.10768780831331018,0.08563449288745927,0.9790872446120936,0.4274022963136441,0.10998795960821163,0.08746359771175137
04155,2231641.621425402,0.5370141230971714,0.058712555432451595,0.10815342964173973,0.9848852226538045,0.5452555391684828,0.05961360174970312,0.10981323219604908
04275,2719698.0145010636,0.3928028393640702,0.11654232161893505,0.12004146296697142,0.9285360118471022,0.42303457739100725,0.1255119027501171,0.1292803525500076
04347,7520504.027200522,0.22321472303578183,0.3484430366523128,0.09214645425445368,0.8441902602091904,0.26441281492689717,0.41275415398179144,0.10915365717630973
04277,8221112.781909777,0.2162202376611612,0.08976307490273454,0.05807245479876762,0.9686112989560014,0.2232270446299872,0.09267192629229486,0.059954343771706844
04349,13954532.872515023,0.17351930790798098,0.21747339663703363,0.05879028383169444,0.509640606058869,0.34047386696643567,0.4267191311908791,0.11535635726974144
04249,37961616.34642002,0.09219576909785784,0.0683286081472729,0.03409749422022451,0.32648978945234025,0.28238484655985313,0.20928252691114327,0.10443663269660057
04319,17550999.171966918,0.14304671363491417,0.08592784733325151,0.0478853826562316,0.33832921064346777,0.422803320360231,0.25397702778848297,0.14153487535160936
04317,2124280.1537118573,0.47604272577015283,0.19617653498753596,0.1335808441480086,0.9627262069502446,0.4944736336597468,0.20377188609936192,0.13875268293689685
04179,7483930.131774685,0.19932112100822763,0.28289025340878954,0.05583846162078917,0.8283651073839764,0.240619889987514,0.3415043087729429,0.06740803194515299
04103,4362211.836513661,0.21582346794821744,0.41198880087367734,0.10403436611750866,0.8549216977079829,0.25244822833112446,0.48190238004042457,0.1216887656453467
04357,5092011.8585745515,0.38720540095409395,0.16100170549659684,0.0627051836459163,0.8506155627168657,0.45520610946425677,0.18927669860913135,0.0737174187662826
04288,22009660.655141,0.16140957605817421,0.05260289067054585,0.041324695401668644,0.31098132022951885,0.5190330272540047,0.1691512873883307,0.1328848156254822
04159,18307147.029544424,0.174226643140937,0.09759634861260465,0.05146188071346392,0.47718618181390005,0.3651125069855531,0.20452467471211622,0.10784444871778322
04129,4605709.467437394,0.22856951729857145,0.42215165997249443,0.10797412878298586,0.9461430850642764,0.24158028622387864,0.4461816258413129,0.11412029584896308
04356,20598365.462684248,0.03994754595904655,0.11471046378895189,0.032867778970605804,0.2615190237216124,0.15275196959120957,0.43863143168912044,0.12568026028421408
04107,1643797.8148261383,0.5083830108111996,0.15061358462696015,0.11712434408696505,0.9642256109541807,0.5272448740581707,0.15620160148817827,0.12146985389763798
04157,3896496.1103430884,0.41158210495937264,0.21220372029604717,0.07898961045919822,0.8911659196639634,0.4618467738471979,0.23811920498044173,0.08863625584894813
04209,2345432.8610891034,0.4641617215384329,0.2101364357717147,0.1404096043960283,0.9426414966395483,0.49240535579341377,0.22292296331196595,0.14895334535619195
04109,2533975.798226594,0.36592521876461953,0.19122883640410301,0.15305213001997536,0.9165973010630794,0.39922135744913884,0.2086290633654646,0.16697859555386413
04318,3467740.12729352,0.3361203376444977,0.15186584310853876,0.07339430539527153,0.9371500655355544,0.3586622356499699,0.16205072025658113,0.07831649177053496
04229,5882889.733335555,0.35302191483881734,0.13314914575101794,0.06653889368505808,0.9495678360339419,0.3717711378191612,0.14022078328510126,0.07007281750714192
04205,6562971.736783083,0.22896575836923574,0.08784289319403359,0.05942993859193551,0.5518540804521074,0.41490271881591445,0.15917775423907013,0.1076914001310771
04416,31448078.833777297,0.158742926164578,0.05575418160902701,0.048338259071516405,0.36899776194981965,0.4302002411227784,0.15109625953939818,0.1309987865945105
